#EDL	Date	26.3.2019	Local Time	 3:23:35		
Rate (Hz)	Main array								Hub interface
128	element_1	element_2	element_3	element_4	element_5	element_6	element_7	element_8	element_1
Time	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Digital Outputs
s	m	m	m	m	m	m	m	m	
02:51:58.156	0.00614435	-0.00269051	-0.00819419	0.00739853	-0.00824162	0.00260315	0.00132026	-0.00164628	0
02:51:58.164	0.00594115	-0.00292066	-0.00816181	0.00752343	-0.00833871	0.00264796	0.00137853	-0.00159675	0
02:51:58.172	0.00576053	-0.00312203	-0.00812943	0.00764833	-0.00840343	0.00269276	0.00143679	-0.00154721	0
02:51:58.180	0.00553476	-0.00335218	-0.00806467	0.00771078	-0.00846815	0.00269276	0.00155333	-0.00149768	0
02:51:58.188	0.00535414	-0.00355355	-0.00803229	0.00777323	-0.00859759	0.00273756	0.00163102	-0.00144814	0
02:51:58.195	0.00517353	-0.00378369	-0.00796753	0.00796058	-0.00866231	0.00273756	0.00166986	-0.00139860	0
02:51:58.203	0.00492518	-0.00398506	-0.00787039	0.00799180	-0.00869467	0.00275997	0.00174755	-0.00132430	0
02:51:58.211	0.00474456	-0.00421519	-0.00783801	0.00805425	-0.00879175	0.00280477	0.00184466	-0.00127477	0
02:51:58.219	0.00445106	-0.00444532	-0.00770848	0.00814793	-0.00879175	0.00278237	0.00192235	-0.00125000	0
02:51:58.227	0.00424786	-0.00467545	-0.00761134	0.00824160	-0.00885647	0.00282717	0.00198062	-0.00117569	0
02:51:58.234	0.00399951	-0.00490557	-0.00754658	0.00827283	-0.00892119	0.00280477	0.00203888	-0.00107662	0
02:51:58.242	0.00377374	-0.00513570	-0.00751419	0.00830406	-0.00892119	0.00282717	0.00213599	-0.00107662	0
02:51:58.250	0.00348024	-0.00536582	-0.00735228	0.00836651	-0.00898591	0.00282717	0.00223311	-0.00097755	0
02:51:58.258	0.00320931	-0.00556717	-0.00731990	0.00839773	-0.00901827	0.00282717	0.00227195	-0.00092802	0
02:51:58.266	0.00298354	-0.00579728	-0.00719037	0.00839773	-0.00905063	0.00282717	0.00236906	-0.00085371	0
02:51:58.273	0.00271261	-0.00605616	-0.00702846	0.00846018	-0.00908298	0.00284957	0.00242733	-0.00080418	0
02:51:58.281	0.00248684	-0.00625750	-0.00696370	0.00852264	-0.00914770	0.00280477	0.00250502	-0.00072987	0
02:51:58.289	0.00217076	-0.00643008	-0.00680178	0.00849141	-0.00911534	0.00278237	0.00254386	-0.00068034	0
02:51:58.297	0.00185468	-0.00668895	-0.00663987	0.00852264	-0.00911534	0.00278237	0.00262155	-0.00060604	0
02:51:58.305	0.00162891	-0.00689029	-0.00654272	0.00849141	-0.00911534	0.00275997	0.00267982	-0.00050697	0
02:51:58.313	0.00131283	-0.00706287	-0.00638080	0.00849141	-0.00908298	0.00271516	0.00275751	-0.00045743	0
02:51:58.320	0.00106448	-0.00726420	-0.00625126	0.00846018	-0.00901827	0.00271516	0.00279635	-0.00040789	0
02:51:58.328	0.00077098	-0.00740801	-0.00608934	0.00839773	-0.00905063	0.00264796	0.00283520	-0.00033359	0
02:51:58.336	0.00050005	-0.00760934	-0.00592742	0.00836651	-0.00898591	0.00262556	0.00287404	-0.00028406	0
02:51:58.344	0.00022912	-0.00775315	-0.00579788	0.00833528	-0.00895355	0.00258075	0.00291289	-0.00020975	0
02:51:58.352	-0.00006438	-0.00786819	-0.00563595	0.00827283	-0.00882411	0.00253595	0.00295173	-0.00013545	0
02:51:58.359	-0.00038046	-0.00806952	-0.00547403	0.00817915	-0.00882411	0.00249115	0.00299057	-0.00011068	0
02:51:58.367	-0.00062881	-0.00812704	-0.00534449	0.00811670	-0.00879175	0.00242394	0.00301000	-0.00001161	0
02:51:58.375	-0.00089974	-0.00824209	-0.00518256	0.00799180	-0.00862995	0.00240154	0.00306826	0.00001316	0
02:51:58.383	-0.00119324	-0.00838589	-0.00498824	0.00792935	-0.00856523	0.00231194	0.00306826	0.00008746	0
02:51:58.391	-0.00146417	-0.00847217	-0.00479392	0.00783568	-0.00846815	0.00224474	0.00306826	0.00016176	0
02:51:58.398	-0.00171251	-0.00855845	-0.00456721	0.00767955	-0.00830635	0.00222234	0.00308769	0.00021130	0
02:51:58.406	-0.00193829	-0.00864473	-0.00437288	0.00758588	-0.00824162	0.00215513	0.00308769	0.00026084	0
02:51:58.414	-0.00220921	-0.00870225	-0.00421095	0.00746098	-0.00811218	0.00213273	0.00308769	0.00031037	0
02:51:58.422	-0.00243498	-0.00875977	-0.00401662	0.00730486	-0.00801510	0.00206553	0.00306826	0.00035991	0
02:51:58.430	-0.00266076	-0.00881729	-0.00378990	0.00714874	-0.00791801	0.00199833	0.00306826	0.00043421	0
02:51:58.438	-0.00286395	-0.00887481	-0.00359556	0.00699262	-0.00775621	0.00193113	0.00306826	0.00048375	0
02:51:58.445	-0.00308972	-0.00890357	-0.00336884	0.00680528	-0.00762676	0.00188633	0.00302942	0.00053328	0
02:51:58.453	-0.00329292	-0.00896109	-0.00314211	0.00668039	-0.00752967	0.00179673	0.00302942	0.00058282	0
02:51:58.461	-0.00349611	-0.00896109	-0.00291538	0.00646183	-0.00736786	0.00172953	0.00299057	0.00060758	0
02:51:58.469	-0.00367673	-0.00896109	-0.00268865	0.00627449	-0.00720605	0.00166233	0.00299057	0.00065712	0
02:51:58.477	-0.00383477	-0.00898985	-0.00246191	0.00608716	-0.00710896	0.00155034	0.00297115	0.00073142	0
02:51:58.484	-0.00401539	-0.00896109	-0.00223517	0.00586861	-0.00694714	0.00148314	0.00293231	0.00075619	0
02:51:58.492	-0.00415085	-0.00890357	-0.00204082	0.00561883	-0.00681769	0.00141594	0.00291289	0.00080573	0
02:51:58.500	-0.00428631	-0.00887481	-0.00181407	0.00540028	-0.00665587	0.00130395	0.00285462	0.00090480	0
02:51:58.508	-0.00442178	-0.00884605	-0.00158732	0.00515052	-0.00652641	0.00121435	0.00281577	0.00092956	0
02:51:58.516	-0.00453466	-0.00881729	-0.00136057	0.00486953	-0.00636459	0.00107996	0.00277693	0.00097910	0
02:51:58.523	-0.00464755	-0.00870225	-0.00116621	0.00465099	-0.00617041	0.00099037	0.00275751	0.00100387	0
02:51:58.531	-0.00471528	-0.00864473	-0.00093945	0.00437001	-0.00597622	0.00085598	0.00267982	0.00100387	0
02:51:58.539	-0.00482817	-0.00858721	-0.00071269	0.00412026	-0.00581439	0.00074399	0.00266040	0.00107817	0
02:51:58.547	-0.00489590	-0.00844341	-0.00055072	0.00377685	-0.00568493	0.00060961	0.00260213	0.00117724	0
02:51:58.555	-0.00498621	-0.00832837	-0.00029156	0.00352710	-0.00545837	0.00049762	0.00256328	0.00115247	0
02:51:58.563	-0.00505394	-0.00818456	-0.00012958	0.00330858	-0.00526417	0.00036324	0.00250502	0.00117724	0
02:51:58.570	-0.00509909	-0.00798324	0.00003240	0.00299640	-0.00506997	0.00020647	0.00246617	0.00125155	0
02:51:58.578	-0.00516682	-0.00783943	0.00025917	0.00271545	-0.00487576	0.00009448	0.00240791	0.00122678	0
02:51:58.586	-0.00516682	-0.00766687	0.00042115	0.00243450	-0.00464919	-0.00008468	0.00233022	0.00132585	0
02:51:58.594	-0.00521198	-0.00746553	0.00061553	0.00215355	-0.00445499	-0.00021906	0.00229137	0.00130108	0
02:51:58.602	-0.00525713	-0.00726420	0.00077752	0.00184139	-0.00426078	-0.00035343	0.00221368	0.00137538	0
02:51:58.609	-0.00525713	-0.00703410	0.00093951	0.00159167	-0.00409893	-0.00053259	0.00217484	0.00140015	0
02:51:58.617	-0.00523456	-0.00683277	0.00110150	0.00127952	-0.00383998	-0.00066696	0.00209715	0.00140015	0
02:51:58.625	-0.00523456	-0.00657390	0.00129588	0.00099859	-0.00361340	-0.00080133	0.00201946	0.00144969	0
02:51:58.633	-0.00516682	-0.00634379	0.00142548	0.00068645	-0.00341918	-0.00098048	0.00194177	0.00149922	0
02:51:58.641	-0.00516682	-0.00611369	0.00158747	0.00040553	-0.00319258	-0.00111484	0.00186408	0.00149922	0
02:51:58.648	-0.00509909	-0.00585481	0.00178187	0.00012461	-0.00296599	-0.00127160	0.00180582	0.00154876	0
02:51:58.656	-0.00500878	-0.00559593	0.00194386	-0.00021873	-0.00277176	-0.00147313	0.00172813	0.00159829	0
02:51:58.664	-0.00494105	-0.00533705	0.00207346	-0.00046843	-0.00251279	-0.00162988	0.00159217	0.00159829	0
02:51:58.672	-0.00487332	-0.00504940	0.00220306	-0.00074934	-0.00225382	-0.00176424	0.00151448	0.00164783	0
02:51:58.680	-0.00476043	-0.00476175	0.00233266	-0.00109266	-0.00202721	-0.00194337	0.00141737	0.00167260	0
02:51:58.688	-0.00462497	-0.00444532	0.00249466	-0.00134235	-0.00176822	-0.00212251	0.00132026	0.00174690	0
02:51:58.695	-0.00451209	-0.00415766	0.00268907	-0.00168566	-0.00154161	-0.00225686	0.00118430	0.00174690	0
02:51:58.703	-0.00437662	-0.00381246	0.00278627	-0.00193534	-0.00125025	-0.00241359	0.00110661	0.00182120	0
02:51:58.711	-0.00421858	-0.00352478	0.00288348	-0.00227865	-0.00099125	-0.00259272	0.00097066	0.00182120	0
02:51:58.719	-0.00408312	-0.00320834	0.00298068	-0.00259074	-0.00076463	-0.00277184	0.00087355	0.00184597	0
02:51:58.727	-0.00390250	-0.00286312	0.00307789	-0.00284040	-0.00050562	-0.00288379	0.00073759	0.00189551	0
02:51:58.734	-0.00378962	-0.00254666	0.00314269	-0.00315249	-0.00024662	-0.00308530	0.00060164	0.00189551	0
02:51:58.742	-0.00360900	-0.00220143	0.00323989	-0.00343335	0.00007715	-0.00324202	0.00050452	0.00194504	0
02:51:58.750	-0.00340580	-0.00185620	0.00336950	-0.00374543	0.00033616	-0.00337636	0.00034915	0.00192028	0
02:51:58.758	-0.00327034	-0.00151096	0.00336950	-0.00399508	0.00056280	-0.00355547	0.00023261	0.00194504	0
02:51:58.766	-0.00306715	-0.00116571	0.00343431	-0.00427594	0.00085421	-0.00368980	0.00009666	0.00196981	0
02:51:58.773	-0.00286395	-0.00079168	0.00349911	-0.00458800	0.00108085	-0.00384651	-0.00003930	0.00196981	0
02:51:58.781	-0.00268333	-0.00044642	0.00356392	-0.00480643	0.00137227	-0.00402561	-0.00019468	0.00196981	0
02:51:58.789	-0.00252529	-0.00012993	0.00356392	-0.00508728	0.00159892	-0.00413755	-0.00035006	0.00194504	0
02:51:58.797	-0.00232210	0.00024412	0.00353152	-0.00533692	0.00185796	-0.00429426	-0.00048601	0.00194504	0
02:51:58.805	-0.00209633	0.00056062	0.00356392	-0.00564896	0.00211700	-0.00445097	-0.00064139	0.00189551	0
02:51:58.813	-0.00193829	0.00087714	0.00353152	-0.00586739	0.00234367	-0.00458528	-0.00077735	0.00192028	0
02:51:58.820	-0.00173509	0.00122243	0.00353152	-0.00608581	0.00257034	-0.00471960	-0.00095215	0.00189551	0
02:51:58.828	-0.00150932	0.00156772	0.00353152	-0.00636664	0.00282939	-0.00483153	-0.00106868	0.00189551	0
02:51:58.836	-0.00128355	0.00188425	0.00343431	-0.00658506	0.00302368	-0.00496584	-0.00118521	0.00187074	0
02:51:58.844	-0.00105778	0.00217200	0.00346671	-0.00677227	0.00321798	-0.00510016	-0.00134059	0.00184597	0
02:51:58.852	-0.00085458	0.00254609	0.00336950	-0.00702189	0.00337989	-0.00523447	-0.00149597	0.00182120	0
02:51:58.859	-0.00065139	0.00283386	0.00333710	-0.00727150	0.00357419	-0.00534639	-0.00163193	0.00182120	0
02:51:58.867	-0.00044819	0.00315041	0.00327230	-0.00739631	0.00370373	-0.00545831	-0.00176788	0.00174690	0
02:51:58.875	-0.00019984	0.00349574	0.00323989	-0.00764592	0.00386565	-0.00557024	-0.00190384	0.00177167	0
02:51:58.883	0.00004851	0.00378352	0.00314269	-0.00786432	0.00402757	-0.00565977	-0.00203979	0.00169737	0
02:51:58.891	0.00027428	0.00410008	0.00307789	-0.00802033	0.00418949	-0.00577169	-0.00219517	0.00167260	0
02:51:58.898	0.00050005	0.00438787	0.00304548	-0.00823873	0.00438380	-0.00588361	-0.00233113	0.00164783	0
02:51:58.906	0.00072582	0.00470444	0.00294828	-0.00842593	0.00451334	-0.00599553	-0.00246708	0.00159829	0
02:51:58.914	0.00092902	0.00502102	0.00288348	-0.00861312	0.00474003	-0.00606268	-0.00262246	0.00154876	0
02:51:58.922	0.00117736	0.00530882	0.00275387	-0.00867552	0.00490196	-0.00619697	-0.00273900	0.00152399	0
02:51:58.930	0.00142571	0.00562540	0.00268907	-0.00886272	0.00512867	-0.00626412	-0.00285553	0.00144969	0
02:51:58.938	0.00165149	0.00588443	0.00259187	-0.00904991	0.00532298	-0.00633127	-0.00299149	0.00140015	0
02:51:58.945	0.00185468	0.00614347	0.00246226	-0.00914351	0.00554969	-0.00642080	-0.00312744	0.00137538	0
02:51:58.953	0.00210303	0.00640250	0.00239746	-0.00926830	0.00574402	-0.00646557	-0.00324397	0.00127631	0
02:51:58.961	0.00230622	0.00666154	0.00226786	-0.00939309	0.00587357	-0.00655509	-0.00339935	0.00122678	0
02:51:58.969	0.00253200	0.00686302	0.00217066	-0.00954909	0.00610028	-0.00662224	-0.00351589	0.00115247	0
02:51:58.977	0.00275777	0.00709328	0.00204106	-0.00964268	0.00626223	-0.00668939	-0.00367126	0.00112771	0
02:51:58.984	0.00289323	0.00729477	0.00197626	-0.00973627	0.00645656	-0.00677891	-0.00380722	0.00102864	0
02:51:58.992	0.00311900	0.00746747	0.00184666	-0.00986106	0.00668328	-0.00677891	-0.00390433	0.00097910	0
02:51:59.000	0.00334477	0.00764017	0.00168467	-0.00992346	0.00681284	-0.00684606	-0.00404029	0.00090480	0
02:51:59.008	0.00352539	0.00781287	0.00158747	-0.01001705	0.00697479	-0.00689082	-0.00417624	0.00080573	0
02:51:59.016	0.00366086	0.00798558	0.00145788	-0.01011064	0.00710435	-0.00691320	-0.00431220	0.00075619	0
02:51:59.023	0.00381890	0.00810071	0.00129588	-0.01011064	0.00729869	-0.00695796	-0.00442873	0.00065712	0
02:51:59.031	0.00397694	0.00824464	0.00113389	-0.01020423	0.00739586	-0.00695796	-0.00452584	0.00060758	0
02:51:59.039	0.00411240	0.00833099	0.00097190	-0.01023543	0.00752543	-0.00700273	-0.00466180	0.00053328	0
02:51:59.047	0.00424786	0.00841735	0.00080992	-0.01029782	0.00768738	-0.00702511	-0.00479776	0.00045898	0
02:51:59.055	0.00440590	0.00850370	0.00061553	-0.01032902	0.00775216	-0.00702511	-0.00491429	0.00035991	0
02:51:59.063	0.00451879	0.00861884	0.00045355	-0.01029782	0.00784934	-0.00702511	-0.00501140	0.00028560	0
02:51:59.070	0.00465425	0.00870520	0.00029157	-0.01032902	0.00797890	-0.00704749	-0.00512794	0.00018653	0
02:51:59.078	0.00478971	0.00876277	0.00009719	-0.01036022	0.00801130	-0.00706987	-0.00524447	0.00008746	0
02:51:59.086	0.00485745	0.00884912	-0.00009719	-0.01032902	0.00810847	-0.00702511	-0.00536100	0.00001316	0
02:51:59.094	0.00494775	0.00893548	-0.00025917	-0.01029782	0.00817326	-0.00704749	-0.00545811	-0.00008591	0
02:51:59.102	0.00501549	0.00896427	-0.00048593	-0.01032902	0.00823804	-0.00702511	-0.00557465	-0.00016022	0
02:51:59.109	0.00508322	0.00902184	-0.00068030	-0.01026663	0.00823804	-0.00702511	-0.00569118	-0.00025929	0
02:51:59.117	0.00512837	0.00902184	-0.00087467	-0.01017304	0.00830283	-0.00700273	-0.00578829	-0.00035836	0
02:51:59.125	0.00515095	0.00902184	-0.00106903	-0.01017304	0.00827043	-0.00702511	-0.00588540	-0.00043266	0
02:51:59.133	0.00517353	0.00905062	-0.00129579	-0.01007944	0.00833522	-0.00698035	-0.00598252	-0.00053173	0
02:51:59.141	0.00519610	0.00905062	-0.00152254	-0.00998585	0.00833522	-0.00698035	-0.00609905	-0.00055650	0
02:51:59.148	0.00521868	0.00899305	-0.00171690	-0.00989226	0.00836761	-0.00695796	-0.00615732	-0.00070511	0
02:51:59.156	0.00521868	0.00902184	-0.00187886	-0.00979867	0.00840000	-0.00691320	-0.00623500	-0.00077941	0
02:51:59.164	0.00519610	0.00899305	-0.00210560	-0.00970507	0.00833522	-0.00691320	-0.00633212	-0.00087848	0
02:51:59.172	0.00515095	0.00890670	-0.00233234	-0.00958028	0.00830283	-0.00691320	-0.00642923	-0.00097755	0
02:51:59.180	0.00515095	0.00884912	-0.00252669	-0.00945549	0.00833522	-0.00686844	-0.00652634	-0.00107662	0
02:51:59.188	0.00508322	0.00876277	-0.00272104	-0.00929950	0.00830283	-0.00684606	-0.00658461	-0.00120046	0
02:51:59.195	0.00506064	0.00867641	-0.00294777	-0.00914351	0.00820565	-0.00680129	-0.00664287	-0.00127477	0
02:51:59.203	0.00497033	0.00859006	-0.00307733	-0.00901871	0.00817326	-0.00677891	-0.00670114	-0.00134907	0
02:51:59.211	0.00488002	0.00847492	-0.00327167	-0.00886272	0.00810847	-0.00675653	-0.00677883	-0.00142337	0
02:51:59.219	0.00481229	0.00833099	-0.00346601	-0.00867552	0.00804369	-0.00668939	-0.00685652	-0.00152244	0
02:51:59.227	0.00469941	0.00818707	-0.00362795	-0.00855073	0.00797890	-0.00662224	-0.00687594	-0.00164628	0
02:51:59.234	0.00458652	0.00804315	-0.00378990	-0.00836353	0.00791412	-0.00659986	-0.00695363	-0.00177012	0
02:51:59.242	0.00451879	0.00784166	-0.00401662	-0.00814513	0.00784934	-0.00653271	-0.00699247	-0.00184442	0
02:51:59.250	0.00438333	0.00764017	-0.00414617	-0.00802033	0.00778455	-0.00642080	-0.00701190	-0.00196826	0
02:51:59.258	0.00422528	0.00749625	-0.00424333	-0.00780192	0.00765499	-0.00637604	-0.00705074	-0.00206733	0
02:51:59.266	0.00408982	0.00720842	-0.00443766	-0.00761472	0.00759021	-0.00626412	-0.00710901	-0.00216640	0
02:51:59.273	0.00395436	0.00697815	-0.00459960	-0.00739631	0.00749303	-0.00619697	-0.00712843	-0.00226548	0
02:51:59.281	0.00377374	0.00677667	-0.00472914	-0.00720910	0.00736347	-0.00608506	-0.00716727	-0.00241408	0
02:51:59.289	0.00357055	0.00646007	-0.00482631	-0.00699069	0.00726630	-0.00599553	-0.00716727	-0.00248839	0
02:51:59.297	0.00338993	0.00620103	-0.00495585	-0.00680348	0.00710435	-0.00586123	-0.00720612	-0.00261222	0
02:51:59.305	0.00320931	0.00588443	-0.00515017	-0.00658506	0.00694240	-0.00574931	-0.00720612	-0.00273606	0
02:51:59.313	0.00298354	0.00562540	-0.00521494	-0.00636664	0.00687762	-0.00563739	-0.00718670	-0.00283513	0
02:51:59.320	0.00278035	0.00536638	-0.00534449	-0.00617942	0.00668328	-0.00554785	-0.00724496	-0.00290944	0
02:51:59.328	0.00257715	0.00504980	-0.00540926	-0.00592979	0.00658611	-0.00536878	-0.00722554	-0.00305804	0
02:51:59.336	0.00237396	0.00476200	-0.00550641	-0.00568016	0.00639178	-0.00525685	-0.00720612	-0.00315712	0
02:51:59.344	0.00214818	0.00447420	-0.00563595	-0.00543053	0.00619745	-0.00510016	-0.00720612	-0.00325619	0
02:51:59.352	0.00187726	0.00410008	-0.00570072	-0.00524330	0.00600312	-0.00496584	-0.00718670	-0.00335526	0
02:51:59.359	0.00169664	0.00384107	-0.00579788	-0.00502487	0.00584118	-0.00483153	-0.00714785	-0.00347910	0
02:51:59.367	0.00142571	0.00352451	-0.00586265	-0.00471282	0.00561447	-0.00469722	-0.00714785	-0.00355340	0
02:51:59.375	0.00122252	0.00317918	-0.00595980	-0.00455679	0.00538776	-0.00451813	-0.00708959	-0.00365247	0
02:51:59.383	0.00092902	0.00286264	-0.00599219	-0.00427594	0.00512867	-0.00431665	-0.00705074	-0.00377631	0
02:51:59.391	0.00068067	0.00251732	-0.00608934	-0.00408870	0.00493435	-0.00418232	-0.00703132	-0.00385061	0
02:51:59.398	0.00045489	0.00220078	-0.00612173	-0.00387025	0.00467526	-0.00402561	-0.00697305	-0.00392492	0
02:51:59.406	0.00020655	0.00185547	-0.00608934	-0.00368301	0.00438380	-0.00386890	-0.00689536	-0.00404875	0
02:51:59.414	-0.00001923	0.00148140	-0.00618649	-0.00340215	0.00415710	-0.00366741	-0.00685652	-0.00414783	0
02:51:59.422	-0.00031273	0.00110733	-0.00618649	-0.00315249	0.00393041	-0.00348830	-0.00675941	-0.00427166	0
02:51:59.430	-0.00053850	0.00079081	-0.00621888	-0.00296524	0.00360658	-0.00330919	-0.00670114	-0.00434597	0
02:51:59.438	-0.00076427	0.00044553	-0.00625126	-0.00271557	0.00337989	-0.00315247	-0.00662345	-0.00442027	0
02:51:59.445	-0.00101262	0.00010025	-0.00625126	-0.00259074	0.00308845	-0.00295096	-0.00652634	-0.00449457	0
02:51:59.453	-0.00126097	-0.00024502	-0.00625126	-0.00234106	0.00282939	-0.00274945	-0.00644865	-0.00459364	0
02:51:59.461	-0.00150932	-0.00059028	-0.00625126	-0.00212260	0.00250557	-0.00259272	-0.00637096	-0.00469272	0
02:51:59.469	-0.00175767	-0.00093554	-0.00625126	-0.00193534	0.00227891	-0.00241359	-0.00625443	-0.00479179	0
02:51:59.477	-0.00200602	-0.00128079	-0.00625126	-0.00174808	0.00201986	-0.00221207	-0.00615732	-0.00489086	0
02:51:59.484	-0.00223179	-0.00162604	-0.00628365	-0.00152961	0.00169606	-0.00203294	-0.00606020	-0.00498993	0
02:51:59.492	-0.00245756	-0.00194251	-0.00615411	-0.00137356	0.00140464	-0.00183141	-0.00592425	-0.00508900	0
02:51:59.500	-0.00270591	-0.00225897	-0.00612173	-0.00112387	0.00111323	-0.00165228	-0.00580771	-0.00516330	0
02:51:59.508	-0.00293168	-0.00263297	-0.00608934	-0.00099903	0.00088658	-0.00145074	-0.00567176	-0.00518807	0
02:51:59.516	-0.00318003	-0.00292066	-0.00605696	-0.00078055	0.00062756	-0.00124920	-0.00553580	-0.00528714	0
02:51:59.523	-0.00340580	-0.00329464	-0.00595980	-0.00059328	0.00033616	-0.00104766	-0.00541927	-0.00541098	0
02:51:59.531	-0.00363158	-0.00358232	-0.00589503	-0.00040601	-0.00001998	-0.00084611	-0.00528331	-0.00543575	0
02:51:59.539	-0.00390250	-0.00384122	-0.00579788	-0.00018752	-0.00024662	-0.00064457	-0.00512794	-0.00551005	0
02:51:59.547	-0.00415085	-0.00418642	-0.00570072	-0.00003146	-0.00053800	-0.00042062	-0.00501140	-0.00560912	0
02:51:59.555	-0.00435405	-0.00447409	-0.00557118	0.00018703	-0.00082938	-0.00026385	-0.00485602	-0.00563389	0
02:51:59.563	-0.00460239	-0.00473298	-0.00547403	0.00034310	-0.00112075	-0.00003989	-0.00470065	-0.00570819	0
02:51:59.570	-0.00480559	-0.00502064	-0.00534449	0.00056159	-0.00144449	0.00013928	-0.00456469	-0.00575773	0
02:51:59.578	-0.00505394	-0.00530829	-0.00521494	0.00068645	-0.00170348	0.00036324	-0.00440931	-0.00580727	0
02:51:59.586	-0.00523456	-0.00553840	-0.00508540	0.00093616	-0.00199484	0.00056481	-0.00427336	-0.00585680	0
02:51:59.594	-0.00543775	-0.00576852	-0.00489108	0.00112345	-0.00225382	0.00074399	-0.00411798	-0.00588157	0
02:51:59.602	-0.00564094	-0.00599863	-0.00469676	0.00124830	-0.00257753	0.00094557	-0.00398202	-0.00593110	0
02:51:59.609	-0.00584414	-0.00619998	-0.00453482	0.00146681	-0.00283651	0.00112476	-0.00378780	-0.00595587	0
02:51:59.617	-0.00606991	-0.00637256	-0.00437288	0.00165410	-0.00312784	0.00134874	-0.00365184	-0.00598064	0
02:51:59.625	-0.00625053	-0.00654514	-0.00417856	0.00177896	-0.00338681	0.00155034	-0.00347704	-0.00603017	0
02:51:59.633	-0.00645372	-0.00674648	-0.00395184	0.00196625	-0.00371050	0.00170713	-0.00334109	-0.00605494	0
02:51:59.641	-0.00661176	-0.00689029	-0.00378990	0.00212233	-0.00400183	0.00190873	-0.00320513	-0.00603017	0
02:51:59.648	-0.00679238	-0.00700534	-0.00356318	0.00227842	-0.00419604	0.00208793	-0.00304975	-0.00607971	0
02:51:59.656	-0.00695042	-0.00717791	-0.00333645	0.00237206	-0.00448735	0.00224474	-0.00291380	-0.00607971	0
02:51:59.664	-0.00710846	-0.00729296	-0.00317450	0.00255936	-0.00477866	0.00244634	-0.00270015	-0.00610448	0
02:51:59.672	-0.00726650	-0.00735049	-0.00298016	0.00268423	-0.00503760	0.00260315	-0.00254477	-0.00612925	0
02:51:59.680	-0.00740197	-0.00749430	-0.00275343	0.00280910	-0.00526417	0.00271516	-0.00240882	-0.00617878	0
02:51:59.688	-0.00760516	-0.00752306	-0.00252669	0.00296518	-0.00555546	0.00289438	-0.00225344	-0.00617878	0
02:51:59.695	-0.00771805	-0.00766687	-0.00229995	0.00302762	-0.00581439	0.00305119	-0.00207864	-0.00617878	0
02:51:59.703	-0.00785351	-0.00769563	-0.00210560	0.00312127	-0.00604095	0.00318561	-0.00190384	-0.00615401	0
02:51:59.711	-0.00796639	-0.00778191	-0.00187886	0.00324614	-0.00626750	0.00334243	-0.00172904	-0.00617878	0
02:51:59.719	-0.00807928	-0.00781067	-0.00165211	0.00333980	-0.00652641	0.00349925	-0.00159308	-0.00620355	0
02:51:59.727	-0.00819217	-0.00783943	-0.00139297	0.00343345	-0.00675296	0.00365608	-0.00137944	-0.00615401	0
02:51:59.734	-0.00828248	-0.00792572	-0.00119861	0.00349589	-0.00697951	0.00383531	-0.00120464	-0.00615401	0
02:51:59.742	-0.00837278	-0.00792572	-0.00100424	0.00355832	-0.00714132	0.00401454	-0.00106868	-0.00612925	0
02:51:59.750	-0.00841794	-0.00789696	-0.00077748	0.00362076	-0.00736786	0.00419378	-0.00085504	-0.00607971	0
02:51:59.758	-0.00850825	-0.00795448	-0.00051833	0.00371441	-0.00759440	0.00435062	-0.00069966	-0.00610448	0
02:51:59.766	-0.00859856	-0.00792572	-0.00025917	0.00377685	-0.00775621	0.00452986	-0.00050543	-0.00605494	0
02:51:59.773	-0.00857598	-0.00792572	-0.00003240	0.00383929	-0.00791801	0.00468670	-0.00033063	-0.00603017	0
02:51:59.781	-0.00866629	-0.00786819	0.00019438	0.00387051	-0.00811218	0.00486595	-0.00011699	-0.00598064	0
02:51:59.789	-0.00871144	-0.00783943	0.00042115	0.00393295	-0.00827399	0.00500039	0.00007723	-0.00595587	0
02:51:59.797	-0.00871144	-0.00775315	0.00068033	0.00396416	-0.00843579	0.00515723	0.00027146	-0.00590634	0
02:51:59.805	-0.00875660	-0.00769563	0.00090711	0.00399538	-0.00859759	0.00531408	0.00050452	-0.00583203	0
02:51:59.813	-0.00873402	-0.00760934	0.00116629	0.00399538	-0.00875939	0.00547094	0.00069875	-0.00580727	0
02:51:59.820	-0.00873402	-0.00749430	0.00139308	0.00408904	-0.00888883	0.00558297	0.00089297	-0.00570819	0
02:51:59.828	-0.00868886	-0.00737925	0.00161987	0.00405782	-0.00905063	0.00576224	0.00110661	-0.00565866	0
02:51:59.836	-0.00871144	-0.00726420	0.00184666	0.00408904	-0.00918006	0.00587428	0.00133968	-0.00558436	0
02:51:59.844	-0.00868886	-0.00712039	0.00207346	0.00405782	-0.00934186	0.00600873	0.00151448	-0.00553482	0
02:51:59.852	-0.00866629	-0.00694782	0.00230026	0.00408904	-0.00947129	0.00614318	0.00172813	-0.00546052	0
02:51:59.859	-0.00864371	-0.00677524	0.00252707	0.00408904	-0.00953601	0.00627764	0.00194177	-0.00536145	0
02:51:59.867	-0.00862113	-0.00657390	0.00275387	0.00405782	-0.00963308	0.00636728	0.00215542	-0.00526237	0
02:51:59.875	-0.00855340	-0.00640132	0.00298068	0.00399538	-0.00973016	0.00645691	0.00231080	-0.00513854	0
