#EDL	Date	26.3.2019	Local Time	 3:23:35		
Rate (Hz)	Main array								Hub interface
128	element_1	element_2	element_3	element_4	element_5	element_6	element_7	element_8	element_1
Time	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Digital Outputs
s	m	m	m	m	m	m	m	m	
02:51:44.695	-0.00218664	-0.00151096	-0.00246191	-0.00106145	-0.00205958	-0.00082372	-0.00093272	-0.00102709	0
02:51:44.703	-0.00223179	-0.00151096	-0.00239713	-0.00099903	-0.00205958	-0.00082372	-0.00093272	-0.00097755	0
02:51:44.711	-0.00223179	-0.00153973	-0.00236474	-0.00099903	-0.00202721	-0.00080133	-0.00095215	-0.00097755	0
02:51:44.719	-0.00227694	-0.00153973	-0.00233234	-0.00103024	-0.00202721	-0.00082372	-0.00093272	-0.00095278	0
02:51:44.727	-0.00229952	-0.00156850	-0.00226756	-0.00103024	-0.00205958	-0.00082372	-0.00099099	-0.00095278	0
02:51:44.734	-0.00229952	-0.00153973	-0.00226756	-0.00099903	-0.00199484	-0.00082372	-0.00097157	-0.00092802	0
02:51:44.742	-0.00234468	-0.00153973	-0.00226756	-0.00103024	-0.00196246	-0.00082372	-0.00099099	-0.00090325	0
02:51:44.750	-0.00234468	-0.00153973	-0.00223517	-0.00099903	-0.00202721	-0.00082372	-0.00097157	-0.00095278	0
02:51:44.758	-0.00238983	-0.00151096	-0.00226756	-0.00103024	-0.00202721	-0.00086851	-0.00102984	-0.00092802	0
02:51:44.766	-0.00234468	-0.00153973	-0.00220278	-0.00103024	-0.00196246	-0.00084611	-0.00102984	-0.00087848	0
02:51:44.773	-0.00238983	-0.00151096	-0.00217039	-0.00099903	-0.00196246	-0.00086851	-0.00104926	-0.00092802	0
02:51:44.781	-0.00238983	-0.00148218	-0.00217039	-0.00106145	-0.00193009	-0.00086851	-0.00102984	-0.00090325	0
02:51:44.789	-0.00238983	-0.00148218	-0.00217039	-0.00103024	-0.00193009	-0.00089090	-0.00104926	-0.00087848	0
02:51:44.797	-0.00238983	-0.00148218	-0.00213799	-0.00103024	-0.00186534	-0.00089090	-0.00106868	-0.00085371	0
02:51:44.805	-0.00234468	-0.00148218	-0.00213799	-0.00103024	-0.00183297	-0.00091330	-0.00106868	-0.00087848	0
02:51:44.813	-0.00234468	-0.00145341	-0.00210560	-0.00106145	-0.00183297	-0.00093569	-0.00108810	-0.00085371	0
02:51:44.820	-0.00236725	-0.00145341	-0.00207321	-0.00106145	-0.00183297	-0.00093569	-0.00112695	-0.00085371	0
02:51:44.828	-0.00234468	-0.00139587	-0.00207321	-0.00106145	-0.00176822	-0.00095809	-0.00112695	-0.00085371	0
02:51:44.836	-0.00236725	-0.00139587	-0.00207321	-0.00103024	-0.00173585	-0.00095809	-0.00114637	-0.00082895	0
02:51:44.844	-0.00234468	-0.00136710	-0.00207321	-0.00106145	-0.00173585	-0.00100287	-0.00114637	-0.00082895	0
02:51:44.852	-0.00234468	-0.00136710	-0.00204082	-0.00109266	-0.00173585	-0.00100287	-0.00118521	-0.00080418	0
02:51:44.859	-0.00234468	-0.00136710	-0.00207321	-0.00109266	-0.00170348	-0.00102527	-0.00118521	-0.00077941	0
02:51:44.867	-0.00234468	-0.00133833	-0.00200843	-0.00109266	-0.00170348	-0.00104766	-0.00120464	-0.00077941	0
02:51:44.875	-0.00232210	-0.00133833	-0.00204082	-0.00109266	-0.00163873	-0.00104766	-0.00124348	-0.00080418	0
02:51:44.883	-0.00234468	-0.00130956	-0.00197603	-0.00112387	-0.00167110	-0.00107005	-0.00126290	-0.00072987	0
02:51:44.891	-0.00234468	-0.00130956	-0.00197603	-0.00112387	-0.00163873	-0.00107005	-0.00126290	-0.00070511	0
02:51:44.898	-0.00234468	-0.00125202	-0.00197603	-0.00115508	-0.00157398	-0.00109245	-0.00128233	-0.00070511	0
02:51:44.906	-0.00232210	-0.00125202	-0.00191125	-0.00118629	-0.00160636	-0.00107005	-0.00132117	-0.00075464	0
02:51:44.914	-0.00232210	-0.00128079	-0.00197603	-0.00115508	-0.00154161	-0.00109245	-0.00132117	-0.00070511	0
02:51:44.922	-0.00232210	-0.00125202	-0.00191125	-0.00121750	-0.00154161	-0.00109245	-0.00134059	-0.00068034	0
02:51:44.930	-0.00236725	-0.00122325	-0.00187886	-0.00121750	-0.00150924	-0.00111484	-0.00136001	-0.00065557	0
02:51:44.938	-0.00232210	-0.00122325	-0.00187886	-0.00121750	-0.00154161	-0.00111484	-0.00136001	-0.00068034	0
02:51:44.945	-0.00236725	-0.00119448	-0.00184647	-0.00124872	-0.00147686	-0.00113724	-0.00137944	-0.00065557	0
02:51:44.953	-0.00236725	-0.00122325	-0.00181407	-0.00134235	-0.00147686	-0.00111484	-0.00137944	-0.00065557	0
02:51:44.961	-0.00236725	-0.00116571	-0.00178168	-0.00127993	-0.00154161	-0.00113724	-0.00139886	-0.00065557	0
02:51:44.969	-0.00236725	-0.00122325	-0.00184647	-0.00134235	-0.00147686	-0.00115963	-0.00139886	-0.00063080	0
02:51:44.977	-0.00238983	-0.00122325	-0.00174929	-0.00137356	-0.00144449	-0.00115963	-0.00137944	-0.00065557	0
02:51:44.984	-0.00236725	-0.00125202	-0.00171690	-0.00143598	-0.00147686	-0.00113724	-0.00139886	-0.00060604	0
02:51:44.992	-0.00236725	-0.00122325	-0.00174929	-0.00140477	-0.00141212	-0.00122681	-0.00141828	-0.00063080	0
02:51:45.000	-0.00238983	-0.00125202	-0.00174929	-0.00143598	-0.00144449	-0.00118202	-0.00141828	-0.00058127	0
02:51:45.008	-0.00238983	-0.00128079	-0.00174929	-0.00146719	-0.00141212	-0.00120442	-0.00141828	-0.00063080	0
02:51:45.016	-0.00241241	-0.00130956	-0.00174929	-0.00152961	-0.00144449	-0.00122681	-0.00141828	-0.00063080	0
02:51:45.023	-0.00236725	-0.00136710	-0.00174929	-0.00146719	-0.00137974	-0.00124920	-0.00141828	-0.00063080	0
02:51:45.031	-0.00238983	-0.00130956	-0.00174929	-0.00149840	-0.00137974	-0.00129399	-0.00143770	-0.00063080	0
02:51:45.039	-0.00238983	-0.00139587	-0.00171690	-0.00152961	-0.00137974	-0.00129399	-0.00145713	-0.00063080	0
02:51:45.047	-0.00241241	-0.00142464	-0.00174929	-0.00152961	-0.00134737	-0.00127160	-0.00145713	-0.00065557	0
02:51:45.055	-0.00238983	-0.00142464	-0.00174929	-0.00152961	-0.00131499	-0.00131638	-0.00141828	-0.00065557	0
02:51:45.063	-0.00234468	-0.00148218	-0.00171690	-0.00159203	-0.00128262	-0.00133878	-0.00145713	-0.00068034	0
02:51:45.070	-0.00234468	-0.00148218	-0.00174929	-0.00156082	-0.00125025	-0.00136117	-0.00145713	-0.00068034	0
02:51:45.078	-0.00236725	-0.00151096	-0.00174929	-0.00159203	-0.00125025	-0.00142835	-0.00147655	-0.00070511	0
02:51:45.086	-0.00229952	-0.00159727	-0.00178168	-0.00159203	-0.00121787	-0.00142835	-0.00147655	-0.00070511	0
02:51:45.094	-0.00229952	-0.00159727	-0.00178168	-0.00162324	-0.00118550	-0.00145074	-0.00145713	-0.00075464	0
02:51:45.102	-0.00227694	-0.00162604	-0.00174929	-0.00162324	-0.00118550	-0.00147313	-0.00143770	-0.00077941	0
02:51:45.109	-0.00227694	-0.00165481	-0.00174929	-0.00162324	-0.00115312	-0.00149553	-0.00145713	-0.00080418	0
02:51:45.117	-0.00223179	-0.00168358	-0.00174929	-0.00165445	-0.00112075	-0.00151792	-0.00145713	-0.00080418	0
02:51:45.125	-0.00220921	-0.00171235	-0.00174929	-0.00165445	-0.00108837	-0.00154031	-0.00147655	-0.00085371	0
02:51:45.133	-0.00216406	-0.00174112	-0.00174929	-0.00168566	-0.00105600	-0.00156270	-0.00145713	-0.00087848	0
02:51:45.141	-0.00216406	-0.00174112	-0.00174929	-0.00174808	-0.00105600	-0.00158510	-0.00147655	-0.00087848	0
02:51:45.148	-0.00211890	-0.00179866	-0.00171690	-0.00177929	-0.00102362	-0.00156270	-0.00145713	-0.00087848	0
02:51:45.156	-0.00214148	-0.00182743	-0.00171690	-0.00174808	-0.00099125	-0.00158510	-0.00143770	-0.00090325	0
02:51:45.164	-0.00211890	-0.00185620	-0.00171690	-0.00184171	-0.00099125	-0.00158510	-0.00143770	-0.00092802	0
02:51:45.172	-0.00207375	-0.00185620	-0.00171690	-0.00184171	-0.00095888	-0.00158510	-0.00141828	-0.00092802	0
02:51:45.180	-0.00205117	-0.00188497	-0.00171690	-0.00187292	-0.00095888	-0.00160749	-0.00143770	-0.00092802	0
02:51:45.188	-0.00205117	-0.00194251	-0.00165211	-0.00193534	-0.00092650	-0.00162988	-0.00139886	-0.00097755	0
02:51:45.195	-0.00200602	-0.00197128	-0.00165211	-0.00196655	-0.00092650	-0.00160749	-0.00139886	-0.00100232	0
02:51:45.203	-0.00200602	-0.00200005	-0.00165211	-0.00199776	-0.00089413	-0.00160749	-0.00141828	-0.00097755	0
02:51:45.211	-0.00196086	-0.00197128	-0.00161972	-0.00202897	-0.00086175	-0.00165228	-0.00141828	-0.00100232	0
02:51:45.219	-0.00193829	-0.00200005	-0.00158732	-0.00209139	-0.00086175	-0.00165228	-0.00139886	-0.00100232	0
02:51:45.227	-0.00189313	-0.00200005	-0.00158732	-0.00209139	-0.00086175	-0.00167467	-0.00139886	-0.00097755	0
02:51:45.234	-0.00191571	-0.00202882	-0.00152254	-0.00212260	-0.00082938	-0.00167467	-0.00136001	-0.00097755	0
02:51:45.242	-0.00187056	-0.00202882	-0.00152254	-0.00212260	-0.00079700	-0.00167467	-0.00136001	-0.00097755	0
02:51:45.250	-0.00187056	-0.00205759	-0.00155493	-0.00221623	-0.00082938	-0.00169706	-0.00137944	-0.00097755	0
02:51:45.258	-0.00182540	-0.00205759	-0.00152254	-0.00224744	-0.00082938	-0.00169706	-0.00137944	-0.00097755	0
02:51:45.266	-0.00180282	-0.00202882	-0.00149015	-0.00227865	-0.00079700	-0.00169706	-0.00134059	-0.00095278	0
02:51:45.273	-0.00175767	-0.00208636	-0.00149015	-0.00227865	-0.00076463	-0.00171945	-0.00134059	-0.00092802	0
02:51:45.281	-0.00173509	-0.00208636	-0.00145775	-0.00230986	-0.00076463	-0.00171945	-0.00137944	-0.00092802	0
02:51:45.289	-0.00173509	-0.00205759	-0.00142536	-0.00237227	-0.00076463	-0.00171945	-0.00137944	-0.00090325	0
02:51:45.297	-0.00171251	-0.00211513	-0.00149015	-0.00237227	-0.00076463	-0.00171945	-0.00136001	-0.00090325	0
02:51:45.305	-0.00168994	-0.00211513	-0.00142536	-0.00243469	-0.00073225	-0.00174184	-0.00134059	-0.00087848	0
02:51:45.313	-0.00168994	-0.00214389	-0.00142536	-0.00246590	-0.00076463	-0.00174184	-0.00136001	-0.00087848	0
02:51:45.320	-0.00162221	-0.00211513	-0.00145775	-0.00249711	-0.00076463	-0.00174184	-0.00134059	-0.00087848	0
02:51:45.328	-0.00166736	-0.00217266	-0.00139297	-0.00252832	-0.00076463	-0.00171945	-0.00134059	-0.00082895	0
02:51:45.336	-0.00166736	-0.00211513	-0.00139297	-0.00249711	-0.00079700	-0.00174184	-0.00134059	-0.00080418	0
02:51:45.344	-0.00162221	-0.00214389	-0.00139297	-0.00249711	-0.00076463	-0.00171945	-0.00136001	-0.00082895	0
02:51:45.352	-0.00162221	-0.00217266	-0.00139297	-0.00246590	-0.00076463	-0.00174184	-0.00134059	-0.00082895	0
02:51:45.359	-0.00164478	-0.00217266	-0.00139297	-0.00249711	-0.00073225	-0.00171945	-0.00132117	-0.00082895	0
02:51:45.367	-0.00164478	-0.00220143	-0.00136057	-0.00249711	-0.00076463	-0.00169706	-0.00130175	-0.00082895	0
02:51:45.375	-0.00162221	-0.00217266	-0.00142536	-0.00252832	-0.00079700	-0.00171945	-0.00130175	-0.00080418	0
02:51:45.383	-0.00164478	-0.00220143	-0.00139297	-0.00246590	-0.00079700	-0.00169706	-0.00128233	-0.00082895	0
02:51:45.391	-0.00162221	-0.00217266	-0.00139297	-0.00246590	-0.00079700	-0.00169706	-0.00126290	-0.00082895	0
02:51:45.398	-0.00164478	-0.00223020	-0.00139297	-0.00243469	-0.00082938	-0.00167467	-0.00126290	-0.00082895	0
02:51:45.406	-0.00162221	-0.00228774	-0.00139297	-0.00243469	-0.00086175	-0.00162988	-0.00126290	-0.00085371	0
02:51:45.414	-0.00164478	-0.00228774	-0.00139297	-0.00243469	-0.00082938	-0.00165228	-0.00128233	-0.00085371	0
02:51:45.422	-0.00166736	-0.00231651	-0.00139297	-0.00243469	-0.00082938	-0.00160749	-0.00126290	-0.00085371	0
02:51:45.430	-0.00166736	-0.00234528	-0.00139297	-0.00240348	-0.00079700	-0.00162988	-0.00130175	-0.00082895	0
02:51:45.438	-0.00164478	-0.00234528	-0.00142536	-0.00240348	-0.00082938	-0.00160749	-0.00128233	-0.00085371	0
02:51:45.445	-0.00164478	-0.00237405	-0.00139297	-0.00240348	-0.00082938	-0.00154031	-0.00126290	-0.00085371	0
02:51:45.453	-0.00164478	-0.00240282	-0.00139297	-0.00240348	-0.00082938	-0.00154031	-0.00130175	-0.00082895	0
02:51:45.461	-0.00166736	-0.00240282	-0.00136057	-0.00240348	-0.00086175	-0.00151792	-0.00128233	-0.00080418	0
02:51:45.469	-0.00168994	-0.00240282	-0.00136057	-0.00234106	-0.00079700	-0.00149553	-0.00134059	-0.00085371	0
02:51:45.477	-0.00166736	-0.00243159	-0.00132818	-0.00230986	-0.00082938	-0.00149553	-0.00132117	-0.00082895	0
02:51:45.484	-0.00166736	-0.00248913	-0.00132818	-0.00230986	-0.00082938	-0.00145074	-0.00132117	-0.00085371	0
02:51:45.492	-0.00164478	-0.00248913	-0.00136057	-0.00227865	-0.00092650	-0.00142835	-0.00132117	-0.00082895	0
02:51:45.500	-0.00166736	-0.00248913	-0.00132818	-0.00227865	-0.00089413	-0.00140595	-0.00132117	-0.00087848	0
02:51:45.508	-0.00166736	-0.00248913	-0.00126339	-0.00224744	-0.00089413	-0.00136117	-0.00130175	-0.00082895	0
02:51:45.516	-0.00166736	-0.00248913	-0.00129579	-0.00224744	-0.00089413	-0.00136117	-0.00130175	-0.00085371	0
02:51:45.523	-0.00164478	-0.00251789	-0.00129579	-0.00218502	-0.00089413	-0.00136117	-0.00130175	-0.00085371	0
02:51:45.531	-0.00164478	-0.00254666	-0.00129579	-0.00221623	-0.00092650	-0.00133878	-0.00130175	-0.00085371	0
02:51:45.539	-0.00159963	-0.00251789	-0.00126339	-0.00221623	-0.00092650	-0.00133878	-0.00130175	-0.00085371	0
02:51:45.547	-0.00162221	-0.00248913	-0.00123100	-0.00218502	-0.00095888	-0.00133878	-0.00130175	-0.00085371	0
02:51:45.555	-0.00157705	-0.00248913	-0.00123100	-0.00221623	-0.00095888	-0.00133878	-0.00128233	-0.00082895	0
02:51:45.563	-0.00157705	-0.00248913	-0.00123100	-0.00212260	-0.00099125	-0.00129399	-0.00128233	-0.00085371	0
02:51:45.570	-0.00153190	-0.00248913	-0.00123100	-0.00218502	-0.00099125	-0.00129399	-0.00124348	-0.00087848	0
02:51:45.578	-0.00150932	-0.00248913	-0.00116621	-0.00215381	-0.00102362	-0.00129399	-0.00124348	-0.00090325	0
02:51:45.586	-0.00153190	-0.00243159	-0.00119861	-0.00218502	-0.00102362	-0.00127160	-0.00124348	-0.00090325	0
02:51:45.594	-0.00148674	-0.00243159	-0.00119861	-0.00218502	-0.00102362	-0.00127160	-0.00120464	-0.00087848	0
02:51:45.602	-0.00146417	-0.00240282	-0.00119861	-0.00221623	-0.00099125	-0.00124920	-0.00118521	-0.00087848	0
02:51:45.609	-0.00144159	-0.00240282	-0.00119861	-0.00218502	-0.00105600	-0.00124920	-0.00116579	-0.00092802	0
02:51:45.617	-0.00144159	-0.00240282	-0.00119861	-0.00221623	-0.00105600	-0.00127160	-0.00112695	-0.00092802	0
02:51:45.625	-0.00144159	-0.00240282	-0.00119861	-0.00221623	-0.00105600	-0.00124920	-0.00112695	-0.00092802	0
02:51:45.633	-0.00144159	-0.00231651	-0.00123100	-0.00218502	-0.00102362	-0.00124920	-0.00108810	-0.00097755	0
02:51:45.641	-0.00141901	-0.00234528	-0.00126339	-0.00221623	-0.00108837	-0.00122681	-0.00106868	-0.00097755	0
02:51:45.648	-0.00137386	-0.00231651	-0.00126339	-0.00221623	-0.00108837	-0.00122681	-0.00106868	-0.00097755	0
02:51:45.656	-0.00139643	-0.00237405	-0.00126339	-0.00221623	-0.00112075	-0.00124920	-0.00104926	-0.00102709	0
02:51:45.664	-0.00141901	-0.00234528	-0.00129579	-0.00218502	-0.00115312	-0.00122681	-0.00101041	-0.00102709	0
02:51:45.672	-0.00139643	-0.00234528	-0.00129579	-0.00215381	-0.00115312	-0.00124920	-0.00099099	-0.00102709	0
02:51:45.680	-0.00137386	-0.00237405	-0.00132818	-0.00215381	-0.00118550	-0.00122681	-0.00097157	-0.00105186	0
02:51:45.688	-0.00137386	-0.00237405	-0.00129579	-0.00218502	-0.00118550	-0.00122681	-0.00095215	-0.00105186	0
02:51:45.695	-0.00139643	-0.00240282	-0.00129579	-0.00215381	-0.00118550	-0.00120442	-0.00093272	-0.00110139	0
02:51:45.703	-0.00137386	-0.00243159	-0.00132818	-0.00212260	-0.00125025	-0.00124920	-0.00093272	-0.00112616	0
02:51:45.711	-0.00137386	-0.00246036	-0.00132818	-0.00212260	-0.00125025	-0.00122681	-0.00091330	-0.00112616	0
02:51:45.719	-0.00139643	-0.00248913	-0.00129579	-0.00209139	-0.00131499	-0.00122681	-0.00089388	-0.00115093	0
02:51:45.727	-0.00139643	-0.00248913	-0.00132818	-0.00212260	-0.00131499	-0.00120442	-0.00089388	-0.00117569	0
02:51:45.734	-0.00137386	-0.00251789	-0.00132818	-0.00206018	-0.00134737	-0.00120442	-0.00089388	-0.00120046	0
02:51:45.742	-0.00137386	-0.00251789	-0.00136057	-0.00206018	-0.00137974	-0.00118202	-0.00087446	-0.00120046	0
02:51:45.750	-0.00135128	-0.00251789	-0.00136057	-0.00206018	-0.00141212	-0.00120442	-0.00087446	-0.00122523	0
02:51:45.758	-0.00135128	-0.00251789	-0.00136057	-0.00202897	-0.00141212	-0.00118202	-0.00085504	-0.00122523	0
02:51:45.766	-0.00135128	-0.00251789	-0.00136057	-0.00202897	-0.00141212	-0.00118202	-0.00083561	-0.00125000	0
02:51:45.773	-0.00135128	-0.00254666	-0.00136057	-0.00199776	-0.00141212	-0.00115963	-0.00085504	-0.00129953	0
02:51:45.781	-0.00135128	-0.00254666	-0.00136057	-0.00196655	-0.00144449	-0.00111484	-0.00083561	-0.00129953	0
02:51:45.789	-0.00132870	-0.00251789	-0.00136057	-0.00193534	-0.00144449	-0.00113724	-0.00081619	-0.00132430	0
02:51:45.797	-0.00132870	-0.00254666	-0.00139297	-0.00196655	-0.00141212	-0.00111484	-0.00081619	-0.00134907	0
02:51:45.805	-0.00128355	-0.00251789	-0.00139297	-0.00187292	-0.00141212	-0.00109245	-0.00079677	-0.00132430	0
02:51:45.813	-0.00132870	-0.00246036	-0.00139297	-0.00190413	-0.00134737	-0.00109245	-0.00079677	-0.00132430	0
02:51:45.820	-0.00130613	-0.00246036	-0.00139297	-0.00187292	-0.00141212	-0.00107005	-0.00081619	-0.00134907	0
02:51:45.828	-0.00130613	-0.00243159	-0.00142536	-0.00187292	-0.00137974	-0.00104766	-0.00081619	-0.00139860	0
02:51:45.836	-0.00128355	-0.00246036	-0.00145775	-0.00187292	-0.00131499	-0.00104766	-0.00079677	-0.00137384	0
02:51:45.844	-0.00128355	-0.00240282	-0.00142536	-0.00184171	-0.00131499	-0.00102527	-0.00085504	-0.00139860	0
02:51:45.852	-0.00128355	-0.00234528	-0.00142536	-0.00184171	-0.00128262	-0.00100287	-0.00083561	-0.00139860	0
02:51:45.859	-0.00126097	-0.00228774	-0.00142536	-0.00187292	-0.00128262	-0.00098048	-0.00083561	-0.00142337	0
02:51:45.867	-0.00126097	-0.00225897	-0.00145775	-0.00181050	-0.00121787	-0.00095809	-0.00085504	-0.00142337	0
02:51:45.875	-0.00123839	-0.00223020	-0.00149015	-0.00184171	-0.00131499	-0.00095809	-0.00083561	-0.00142337	0
02:51:45.883	-0.00126097	-0.00220143	-0.00149015	-0.00181050	-0.00125025	-0.00093569	-0.00085504	-0.00144814	0
02:51:45.891	-0.00123839	-0.00217266	-0.00149015	-0.00181050	-0.00128262	-0.00089090	-0.00085504	-0.00149768	0
02:51:45.898	-0.00126097	-0.00217266	-0.00149015	-0.00184171	-0.00128262	-0.00086851	-0.00087446	-0.00144814	0
02:51:45.906	-0.00123839	-0.00211513	-0.00152254	-0.00177929	-0.00131499	-0.00086851	-0.00085504	-0.00144814	0
02:51:45.914	-0.00121582	-0.00208636	-0.00152254	-0.00177929	-0.00128262	-0.00086851	-0.00089388	-0.00147291	0
02:51:45.922	-0.00123839	-0.00205759	-0.00155493	-0.00177929	-0.00131499	-0.00084611	-0.00085504	-0.00152244	0
02:51:45.930	-0.00123839	-0.00205759	-0.00161972	-0.00174808	-0.00137974	-0.00082372	-0.00085504	-0.00152244	0
02:51:45.938	-0.00126097	-0.00202882	-0.00161972	-0.00177929	-0.00141212	-0.00082372	-0.00087446	-0.00152244	0
02:51:45.945	-0.00126097	-0.00202882	-0.00161972	-0.00177929	-0.00137974	-0.00082372	-0.00085504	-0.00157198	0
02:51:45.953	-0.00123839	-0.00200005	-0.00171690	-0.00171687	-0.00144449	-0.00082372	-0.00087446	-0.00157198	0
02:51:45.961	-0.00123839	-0.00200005	-0.00168450	-0.00171687	-0.00147686	-0.00077893	-0.00085504	-0.00159675	0
02:51:45.969	-0.00126097	-0.00197128	-0.00174929	-0.00171687	-0.00144449	-0.00077893	-0.00087446	-0.00157198	0
02:51:45.977	-0.00126097	-0.00194251	-0.00178168	-0.00171687	-0.00147686	-0.00077893	-0.00087446	-0.00162151	0
02:51:45.984	-0.00123839	-0.00194251	-0.00184647	-0.00168566	-0.00150924	-0.00073414	-0.00087446	-0.00162151	0
02:51:45.992	-0.00128355	-0.00191374	-0.00187886	-0.00165445	-0.00154161	-0.00075654	-0.00089388	-0.00162151	0
02:51:46.000	-0.00128355	-0.00191374	-0.00191125	-0.00171687	-0.00154161	-0.00073414	-0.00087446	-0.00167105	0
02:51:46.008	-0.00130613	-0.00188497	-0.00194364	-0.00165445	-0.00160636	-0.00073414	-0.00089388	-0.00169582	0
02:51:46.016	-0.00126097	-0.00188497	-0.00194364	-0.00165445	-0.00157398	-0.00075654	-0.00087446	-0.00167105	0
02:51:46.023	-0.00128355	-0.00185620	-0.00197603	-0.00162324	-0.00160636	-0.00073414	-0.00087446	-0.00169582	0
02:51:46.031	-0.00130613	-0.00185620	-0.00204082	-0.00162324	-0.00167110	-0.00075654	-0.00091330	-0.00169582	0
02:51:46.039	-0.00135128	-0.00185620	-0.00207321	-0.00162324	-0.00167110	-0.00073414	-0.00089388	-0.00172059	0
02:51:46.047	-0.00135128	-0.00182743	-0.00204082	-0.00159203	-0.00170348	-0.00075654	-0.00093272	-0.00172059	0
02:51:46.055	-0.00137386	-0.00179866	-0.00207321	-0.00152961	-0.00167110	-0.00071175	-0.00095215	-0.00177012	0
02:51:46.063	-0.00139643	-0.00179866	-0.00210560	-0.00156082	-0.00173585	-0.00075654	-0.00091330	-0.00172059	0
02:51:46.070	-0.00141901	-0.00176989	-0.00210560	-0.00156082	-0.00173585	-0.00073414	-0.00093272	-0.00172059	0
02:51:46.078	-0.00144159	-0.00176989	-0.00213799	-0.00152961	-0.00173585	-0.00075654	-0.00093272	-0.00172059	0
02:51:46.086	-0.00144159	-0.00174112	-0.00217039	-0.00152961	-0.00176822	-0.00075654	-0.00095215	-0.00174535	0
02:51:46.094	-0.00146417	-0.00171235	-0.00223517	-0.00146719	-0.00173585	-0.00075654	-0.00097157	-0.00169582	0
02:51:46.102	-0.00148674	-0.00165481	-0.00223517	-0.00146719	-0.00176822	-0.00077893	-0.00097157	-0.00172059	0
02:51:46.109	-0.00148674	-0.00165481	-0.00226756	-0.00143598	-0.00180060	-0.00073414	-0.00099099	-0.00172059	0
02:51:46.117	-0.00153190	-0.00159727	-0.00233234	-0.00140477	-0.00176822	-0.00075654	-0.00099099	-0.00169582	0
02:51:46.125	-0.00155447	-0.00159727	-0.00233234	-0.00140477	-0.00183297	-0.00073414	-0.00101041	-0.00167105	0
02:51:46.133	-0.00153190	-0.00153973	-0.00236474	-0.00137356	-0.00183297	-0.00075654	-0.00101041	-0.00172059	0
02:51:46.141	-0.00157705	-0.00148218	-0.00239713	-0.00137356	-0.00186534	-0.00073414	-0.00102984	-0.00169582	0
02:51:46.148	-0.00157705	-0.00148218	-0.00239713	-0.00137356	-0.00189772	-0.00073414	-0.00106868	-0.00172059	0
02:51:46.156	-0.00159963	-0.00148218	-0.00246191	-0.00131114	-0.00186534	-0.00073414	-0.00104926	-0.00169582	0
02:51:46.164	-0.00157705	-0.00145341	-0.00242952	-0.00131114	-0.00193009	-0.00075654	-0.00106868	-0.00167105	0
02:51:46.172	-0.00159963	-0.00139587	-0.00246191	-0.00124872	-0.00193009	-0.00073414	-0.00108810	-0.00167105	0
02:51:46.180	-0.00157705	-0.00139587	-0.00249430	-0.00127993	-0.00193009	-0.00073414	-0.00108810	-0.00167105	0
02:51:46.188	-0.00157705	-0.00130956	-0.00246191	-0.00127993	-0.00193009	-0.00068935	-0.00110752	-0.00162151	0
02:51:46.195	-0.00157705	-0.00133833	-0.00249430	-0.00121750	-0.00193009	-0.00075654	-0.00114637	-0.00162151	0
02:51:46.203	-0.00155447	-0.00128079	-0.00249430	-0.00124872	-0.00193009	-0.00071175	-0.00116579	-0.00164628	0
02:51:46.211	-0.00155447	-0.00128079	-0.00249430	-0.00121750	-0.00193009	-0.00073414	-0.00116579	-0.00159675	0
02:51:46.219	-0.00157705	-0.00128079	-0.00249430	-0.00118629	-0.00189772	-0.00071175	-0.00118521	-0.00157198	0
02:51:46.227	-0.00155447	-0.00122325	-0.00249430	-0.00121750	-0.00193009	-0.00075654	-0.00122406	-0.00157198	0
02:51:46.234	-0.00155447	-0.00119448	-0.00252669	-0.00124872	-0.00193009	-0.00071175	-0.00124348	-0.00152244	0
02:51:46.242	-0.00157705	-0.00122325	-0.00249430	-0.00121750	-0.00196246	-0.00075654	-0.00124348	-0.00149768	0
02:51:46.250	-0.00155447	-0.00113694	-0.00249430	-0.00121750	-0.00189772	-0.00077893	-0.00128233	-0.00147291	0
02:51:46.258	-0.00159963	-0.00116571	-0.00252669	-0.00124872	-0.00193009	-0.00075654	-0.00132117	-0.00142337	0
02:51:46.266	-0.00157705	-0.00113694	-0.00252669	-0.00124872	-0.00186534	-0.00080133	-0.00134059	-0.00139860	0
02:51:46.273	-0.00159963	-0.00113694	-0.00255908	-0.00121750	-0.00189772	-0.00082372	-0.00134059	-0.00139860	0
02:51:46.281	-0.00162221	-0.00116571	-0.00255908	-0.00127993	-0.00189772	-0.00082372	-0.00136001	-0.00137384	0
02:51:46.289	-0.00162221	-0.00113694	-0.00255908	-0.00124872	-0.00193009	-0.00086851	-0.00136001	-0.00132430	0
02:51:46.297	-0.00162221	-0.00113694	-0.00252669	-0.00127993	-0.00193009	-0.00086851	-0.00139886	-0.00127477	0
02:51:46.305	-0.00164478	-0.00113694	-0.00259147	-0.00124872	-0.00193009	-0.00089090	-0.00139886	-0.00125000	0
02:51:46.313	-0.00166736	-0.00116571	-0.00252669	-0.00127993	-0.00193009	-0.00093569	-0.00139886	-0.00122523	0
02:51:46.320	-0.00166736	-0.00116571	-0.00262387	-0.00127993	-0.00193009	-0.00095809	-0.00141828	-0.00120046	0
